scenario_id,region_name,location_address,complainant_location_text,smell_type,smell_intensity,smell_duration,suspected_location_text,out__claude-opus-4-8
173,제주도,서귀포시,동홍서강파인힐아파트101동 근처,하수 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 서귀포시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 동홍서강파인힐아파트 근처인디, 요새 냄새가 하영 심허영 전화헌 거우다. 도무지 못 살키여.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 조금 더 자세히 말씀해 주시겠어요?

민원인: 이게 무신 하수구 냄새 닮은 거라. 물 썩은 냄새 같기도 허고, 코가 팍 막히게 케케허우꽈게 아니라, 진짜 지린내 나는 하수 냄새우다.

상담원: 하수 냄새로 확인하겠습니다. 지금 계신 위치가 동홍서강파인힐아파트 101동 근처가 맞으실까요?

민원인: 맞수다. 101동 바로 앞이라. 아파트 입구 쪽에 나오민 특히 더 콱 올라와마씸.

상담원: 냄새 정도가 시간에 따라 달라지나요, 아니면 계속 비슷하게 나는 편인가요?

민원인: 그게 딱히 언제라 못 허키여. 어떤 땐 확 나고 또 어떤 땐 좀 덜허고 그런디, 요 며칠은 계속 나는 것 닮으우꽈. 어디서 나는 건지도 잘 몰르켜.

상담원: 알겠습니다. 혹시 냄새가 특히 심하게 느껴지는 방향이나 짐작 가는 곳이 있으신가요?

민원인: 그것도 잘 모르쿠다. 그냥 아파트 근처 오민 확 나는디, 하수구 어디 막힌 거 아닌가 싶으우다게. 좀 빨리 봐줍서.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
174,충청도,대전,대덕테크노밸리9단지한화꿈에그린,상한 우유 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 대전 대덕구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아유, 여기 대덕테크노밸리9단지 한화꿈에그린인디유. 요 며칠 이상헌 냄새가 나서 영 못 살겄슈.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까, 상헌 우유 냄새가 나유. 시큼허니 비릿헌 게 코를 딱 찌르는디, 아주 속이 다 미슥거려유.

상담원: 상한 우유 냄새라고 하셨군요. 지금 계신 곳이 대덕테크노밸리9단지 한화꿈에그린 아파트가 맞으신가요?

민원인: 예 맞어유. 우리 집이 그짝인디, 창문만 열면 그 냄새가 확 들어와서 아주 환장허겄슈.

상담원: 알겠습니다. 그 냄새가 특정 시간대에 더 심해지거나 하루 종일 계속되는 편인가요?

민원인: 그거를 잘 모르겄네유. 아침저녁으로 나는 거 같기도 허고, 어쩔 땐 하루 죙일 나는 거 같기도 허구유. 그냥 요새 계속 나서 신경 쓰여유.

상담원: 그러시군요. 혹시 냄새가 어느 방향에서 흘러오는지 짐작 가시는 곳이 있으실까요?

민원인: 그것두 딱 어디라고 집어 말허기가 힘드네유. 그냥 바람 불면 확 들어오구, 어디서 오는지는 나두 통 모르겄슈. 하여간 좀 알아봐 주셔유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
175,강원도,홍천군,홍천연봉현대아파트,상한 사료 냄새,미언급,간헐적으로 짧게 반복,미언급,"상담원: 안녕하세요. 홍천군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 우리 아파트 쪽에 냄새가 자꾸 나서 전화했잖소. 이거 좀 어떻게 안 되겠소?

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 뭐랄까, 사료가 상한 것 같은 그런 쿰쿰한 냄새래요. 꼭 상한 사료 삭은 내음 같아서 영 속이 안 좋소.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 알려주시겠어요?

민원인: 여 홍천연봉현대아파트래요. 여서 창문만 열면 그 냄새가 훅 들어오니 답답해 죽겠소.

상담원: 확인했습니다. 냄새가 계속 이어지나요, 아니면 끊겼다 나기를 반복하나요?

민원인: 계속 나는 건 아이고, 간간이 짧게 훅 났다가 또 사라지고 그러니 이게 더 요상혀. 언제 날지 몰라 신경이 쓰이잖소.

상담원: 그러시군요. 혹시 냄새가 어느 방향에서 오는지 짐작 가는 곳이 있으신가요?

민원인: 그건 나도 잘 모르겠소. 어디서 오는지 딱 집어 말은 못 하겠고, 그냥 바람 불면 나는 것 같기도 하고 그러래요.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
176,경상도,수성구,대자연2차아파트,화학 섬유 냄새,미언급,해가 지고 나면 서너 시간 동안,미언급,"상담원: 안녕하세요. 수성구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 예. 저기 밤마다 냄새가 하도 심해가 도저히 못 살겠어예. 그거 신고 좀 할라꼬 전화했심더.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 이기 뭐라 카노, 화학 섬유 태우는 것 같은 그런 냄새라예. 옷감 같은 거 지질 때 나는 매캐한 냄새 안 있습니꺼. 딱 그런 게 코를 찌르니더.

상담원: 알겠습니다. 지금 어디에서 냄새를 느끼고 계신지 위치를 알려 주시겠어요?

민원인: 수성구 대자연2차아파트라예. 여 사는데 창문만 열면 확 밀려들어와가 아주 골치가 아픕니더.

상담원: 냄새가 주로 언제쯤 나는지 말씀해 주실 수 있을까요?

민원인: 낮에는 그래 안 나는데, 해 지고 나면예 서너 시간 계속 나예. 밤마다 그카니까 잠도 제대로 못 자겠고 답답해 죽겠심더.

상담원: 혹시 냄새가 어디서 나는지 짐작 가는 곳이 있으신가요?

민원인: 그기 어데서 오는지는 잘 모르겠어예. 그냥 밤만 되면 바람 타고 오는 것 같은데, 정확히는 못 짚겠네예.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
177,전라도,북구,연제동새한아파트,생선 내장 냄새,비 오기 전에 더 심해짐,3주 전부터 지금까지 끊임없이 지속 중,미언급,"상담원: 안녕하세요. 북구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 요새 우리 동네에 냄새가 하도 심해가꼬 전화했당께요. 진짜 못 살것소.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그것이 꼭 생선 내장 썩은 것맹키로 비릿하니 올라와라. 코를 막아도 소용이 없어라.

상담원: 생선 내장 냄새 같은 비린내라는 말씀이시군요. 혹시 지금 계신 위치가 어디쯤 되실까요?

민원인: 여그가 연제동 새한아파트요. 창문만 열어도 그 냄새가 확 들어와분당께.

상담원: 연제동 새한아파트 쪽이군요. 그 냄새가 특정 시간대나 날씨에 따라 더 심해지기도 하나요?

민원인: 아 그렇제라, 특히 비 오기 전에 아조 더 지독혀라. 하늘 꾸무리하다 싶으믄 어김없이 코를 찔러부요.

상담원: 그렇군요. 이 냄새가 언제부터 나기 시작했는지 기억나시나요?

민원인: 한 삼 주 됐구마이. 그때부터 시방까지 하루도 안 쉬고 계속 나불어라. 아주 환장하것소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
178,제주도,제주시,덕영빌라A동 앞,합성수지 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 예, 저기 우리 동네에 냄새가 하도 나난에 전화했수다. 뭔 플라스틱 태우는 것추룩 매캐헌 냄새가 자꾸 나마씸.

상담원: 불편을 드려 죄송합니다. 말씀하신 냄새가 합성수지 타는 듯한 냄새가 맞으실까요?

민원인: 맞수다. 딱 그 비닐이영 플라스틱 녹는 냄새 닮았주. 코가 확 찌르는 게 영 고약허우꽈.

상담원: 알겠습니다. 지금 계신 위치를 조금 더 자세히 말씀해 주시겠어요?

민원인: 여기 제주시 덕영빌라A동 앞이우다. 빌라 바로 앞 길에 서 이신디 냄새가 계속 몰려왐수다.

상담원: 네, 덕영빌라A동 앞이시군요. 그 냄새가 처음보다 더 심해지는 것 같으신가요, 아니면 비슷한가요?

민원인: 아이고, 그것까진 잘 모르켜. 그냥 지금 지독헌 것만 알암주. 어디서부터 오는 건지도 통 모르쿠다.

상담원: 알겠습니다. 지금 상황만으로도 충분히 확인 가능합니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
179,충청도,세종,대도아파트,종이 타는 냄새,시간이 지나면서 조금씩 약해짐,단 5분 동안 지속되다가 멈춤,미언급,"상담원: 안녕하세요. 세종시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 우리 집에서 냄새가 나가지고 전화혔어유. 아까부텀 이상한 냄새가 나서 도저히 못 견디겠슈.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 여쭤봐도 될까요?

민원인: 이게 꼭 종이 타는 냄새 같은 거유. 뭐 태우는 듯헌 냄새가 확 들어오더라구유.

상담원: 종이 타는 듯한 냄새시군요. 지금 어디에서 냄새를 맡고 계신지 위치를 알려주시겠어요?

민원인: 여기 대도아파트유. 창문 열어놨더니 방 안까지 냄새가 들어와서 다시 얼른 닫았슈.

상담원: 대도아파트시군요. 그 냄새가 계속 같은 강도로 나던가요, 아니면 변화가 있었나요?

민원인: 처음엔 확 심하더니 시간 좀 지나니께 슬슬 약해지긴 허더라구유. 그래두 코가 계속 매캐혀서 영 찝찝허네유.

상담원: 그럼 냄새가 얼마나 오래 지속되었을까요?

민원인: 한 오 분쯤 나다가 멈추더라구유. 짧게 나긴 혔는디 워낙 냄새가 독혀서 신경이 쓰여유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
180,강원도,정선군,정선봉양주공아파트,잔반 썩는 냄새,비가 그친 뒤 더 심해짐,최근 2주간 특정 시간마다 주기적으로 반복,미언급,"상담원: 안녕하세요. 정선군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 예. 저기 우리 아파트 쪽에 냄새가 너무 심해서 전화했잖소. 아주 못 살겠소.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그게 뭐라 해야 하나, 음식물 썩는 냄새 있잖소. 잔반 오래 놔두면 나는 그 시큼하고 구린 냄새래요. 창문도 못 열겠소.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 확인 부탁드립니다.

민원인: 여기 정선봉양주공아파트래요. 요 근방 사는 사람들이 다 코를 싸매고 다닌다니까.

상담원: 네, 위치 확인했습니다. 혹시 냄새 강도가 특정 상황에서 더 심해지진 않던가요?

민원인: 맞소. 이게 비 오고 나면 더 지독해지잖소. 비 그친 담에 후끈 올라오면 아주 머리가 다 아프우야.

상담원: 그렇군요. 이 냄새가 얼마나 지속되고 있는지도 여쭤봐도 될까요?

민원인: 한 이 주 됐소. 그것도 하루종일이 아이고 특정 시간마다 딱딱 반복해서 나는 게 아주 요상하우야. 참 답답해 죽겠소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
181,경상도,수성구,범물서한화성타운,똥 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 수성구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아, 예. 여기 냄새가 너무 심해가지고 전화했심더. 집에 있는데 코가 아플 지경이라예.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 말씀해 주실 수 있을까요?

민원인: 그기 뭐라캐야 되노, 딱 똥 냄새라예. 어디서 이래 구린내가 올라오는지 도저히 모르겠고 참말로 속이 다 미식거리요.

상담원: 알겠습니다. 지금 계신 위치를 조금 더 자세히 말씀해 주시겠어요?

민원인: 수성구 범물동 있잖심꺼, 서한화성타운 아파트라예. 여게 사는데 요새 냄새가 진짜 예사가 아입니더.

상담원: 네, 범물서한화성타운 말씀이시군요. 확인했습니다. 혹시 이 냄새가 특정 시간대에 더 심해지거나 하나요?

민원인: 뭐 딱 시간을 대라카믄 잘 모르겠고예, 그냥 창문만 열믄 훅 하고 들어오이 답답해 죽겠어예.

상담원: 그러셨군요. 혹시 냄새가 어느 방향에서 나는지, 짐작 가시는 곳이 있으실까요?

민원인: 아이고 그거는 내도 잘 모르겠심더. 그냥 밖에서 올라오는 거 같기는 한데 어디라고 콕 집기는 힘드네예. 빨리 좀 봐주이소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
182,전라도,광산구,성덕마을 대방노블랜드3차 앞,기계유 냄새,미언급,작년 여름부터 1년 가까이 24시간 내내 지속,미언급,"상담원: 안녕하세요. 광산구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아, 예. 저기 우리 동네가 냄새 때문에 못살겄어요. 하루종일 이상한 기름 냄새가 나가꼬 창문도 못 열어요잉.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그 뭐냐, 기계에서 나는 기름 냄새랑께요. 자동차 정비소 같은 데서 나는 그런 매캐한 기름 냄새라. 콧속이 다 뻑뻑혀요.

상담원: 알겠습니다. 지금 계신 위치나 냄새가 심한 지역을 알려주실 수 있을까요?

민원인: 여그 성덕마을 대방노블랜드3차 앞이어라. 그 아파트 앞쪽으로 냄새가 아주 진동을 혀요.

상담원: 확인했습니다. 혹시 냄새가 특정 시간대에 더 심해지거나, 하루 종일 계속되나요?

민원인: 아이고, 그냥 24시간 내내 나요. 밤이고 낮이고 없이 계속되니께 잠도 제대로 못 자고 미치겄어라.

상담원: 이런 상황이 언제부터 시작되었는지 기억나시나요?

민원인: 작년 여름부터랑께. 벌써 1년이 다 되가는디도 안 없어지고 계속 이러니 참말로 답답해 죽겄소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
183,제주도,서귀포시,강정골드클래스아파트 근처,접착제 냄새,점심 이후 갑자기 심해짐,벌써 나흘째 밤 10시 반부터 자정까지,미언급,"상담원: 안녕하세요. 서귀포시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 안녕허우꽈. 다름이 아니라 집 근처서 요상헌 냄새가 자꾸 나난 전화헌 거우다. 이거 미치켜.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 좀 더 자세히 말씀해 주시겠어요?

민원인: 게메 이게 뭐랜 헐 말이 없고, 꼭 접착제 냄새추룩 헌 거라. 본드 확 풍기는 그런 냄새 있잖수과. 코가 톡 쏘는 게 아주 독헌 거라마씸.

상담원: 접착제 같은 냄새군요. 지금 계신 위치가 어디쯤 되시는지 여쭤봐도 될까요?

민원인: 예, 강정골드클래스아파트 근처우다. 딱 그쪽 동네에서 나는 거난.

상담원: 강정골드클래스아파트 근처시군요. 그 냄새가 특정 시간대에 더 심해지거나 하나요?

민원인: 게난 이상헌 게, 점심 지나가난 갑자기 확 심해져 부럿수다. 아침엔 별로 안 헌디 낮 되민 코를 못 대켜.

상담원: 낮에 특히 심해진다는 말씀이시군요. 이 냄새가 며칠째 계속되고 있나요?

민원인: 아이고, 벌써 나흘째우다게. 밤 열 시 반쯤부터 자정까지 아주 꽉 차게 나난 잠을 못 자켜. 이거 어떵 좀 해줍서.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
